cust_id,recency,frequency,monetary
15671,16,10,2635.49
15673,76,4,2881.02
15674,63,8,1744.02
15675,70,3,323.69
15676,8,5,3324.09
15677,42,1,657.23
15678,45,1,352.7
15679,21,4,781.28
15680,8,3,1333.68
15681,16,6,946.36
15683,100,1,193.75
15687,7,11,2981.5
15689,101,2,254.1
15690,4,2,239.76
15691,209,1,136.8
15692,24,1,191.04
15694,0,15,6423.6
15695,221,2,409.98
15696,29,12,2644.46
15699,15,1,309.65
15700,147,3,664.03
15701,2,4,1542.14
15703,220,1,211.5
15704,119,4,2293.62
15705,171,1,143.1
15706,51,7,1001.81
15707,30,4,945.58
15708,35,11,3329.72
15709,236,1,133.25
15712,8,5,1072.36
15713,122,3,346.75
15714,10,2,330.88
15716,124,4,1118.81
15717,194,1,150.3
15719,28,14,5043.96
15720,21,1,598.73
15721,10,1,507.08
15722,30,6,2181.21
15723,306,1,203.1
15724,171,3,212.3
15725,13,1,415.25
15727,14,7,5178.96
15728,42,1,-134.8
15729,168,2,62
15730,56,4,1108.38
15732,180,2,294.12
15733,235,1,162.3
15734,97,2,1339.45
15737,12,12,1121.21
15738,16,19,4788.77
15739,57,1,449.12
15740,42,1,154.88
15743,14,4,784.46
15744,66,1,34.8
15745,7,6,1071.24
15746,114,2,182.96
15747,11,3,974.04
15748,35,1,149.31
15749,195,4,21535.9
15750,2,9,2451.23
15752,34,8,2628.93
15753,254,1,79.2
15754,43,4,455.67
15755,1,8,2318.88
15756,53,4,532.96
15757,56,2,714.42
15758,21,1,205.25
15759,185,3,253.04
15762,56,2,583.75
15763,27,3,1048.67
15764,70,10,3245.47
15766,55,1,315.06
15768,98,4,581.83
15769,6,29,51823.72
15773,5,1,635.68
15774,59,1,270.8
15775,203,1,104.9
15776,113,1,241.62
15777,200,5,1021.61
15780,156,3,475.28
15781,22,4,333.56
15782,8,4,2593.94
15783,9,1,246.3
15785,25,8,2303.75
15786,37,5,4834.2
15787,23,3,948.05
15789,301,1,351.3
15790,9,1,220.85
15791,37,3,1604.44
15793,8,4,948.96
15795,127,1,610.01
15796,1,10,2666.61
15797,96,4,2207.4
15799,65,3,884.14
15800,91,2,699.08
15801,40,4,1042.19
15802,121,3,-451.42
15803,44,1,415.82
15804,0,19,3848.55
15805,20,20,5452.17
15806,40,3,784.58
15807,43,3,903.9
15808,256,5,3724.77
15809,30,6,399.21
15810,67,7,1145.43
15811,15,9,2171.32
15812,91,5,1801.14
15813,176,2,1303.91
15814,3,6,1842.73
15815,54,5,2100.6
15819,42,4,1905.45
15820,267,1,206.98
15821,38,2,570.96
15822,3,2,885.47
15823,282,2,-840.76
15825,147,1,532.94
15826,44,4,1649.36
15827,63,20,1641.48
15829,85,2,636.14
15830,25,2,547.7
15831,50,4,747.76
15832,211,1,836.79
15834,60,6,2084.9
15835,38,4,954.09
15836,39,2,117.47
15837,55,1,391.98
15838,10,21,33350.76
15839,22,5,1020.74
15840,50,3,345.66
15841,55,6,1209.1
15843,253,1,118.95
15844,40,1,130.74
15845,15,10,3650.87
15847,33,2,389.27
15850,17,2,238.85
15852,159,2,160.71
15853,44,1,110.8
15854,4,12,2974.65
15855,116,5,712.24
15856,4,31,16173.67
15857,16,1,297
15858,13,5,1438.85
15860,35,8,977.21
15861,11,9,3000.36
15862,7,4,832.88
15863,22,2,68.84
15864,19,8,1769.78
15865,35,3,895.13
15866,87,1,230.53
15867,5,16,3797.79
15869,231,2,149.64
15870,28,1,354.09
15872,12,2,360.93
15874,54,9,4330.67
15877,1,3,440.78
15880,311,2,313.28
15881,261,8,438.24
15882,168,5,495.36
15883,2,2,396.48
15885,79,3,379.35
15886,52,1,181.09
15888,68,2,141.27
15889,133,2,446.87
15891,190,1,524.52
15894,210,2,263.55
15895,127,1,179.17
15897,165,2,222.05
15898,1,6,1384.68
15899,310,1,56.25
15900,20,1,351.11
15901,14,3,363.88
15903,8,8,5126.34
15904,7,1,164.68
15906,17,8,1521.79
15907,3,3,967.45
15909,148,1,191.94
15910,0,8,1232.18
15912,152,2,264.62
15916,14,10,1491.24
15917,205,1,123.1
15918,162,2,334.23
15919,17,2,639.89
15920,131,4,167.5
15921,147,1,336.03
15922,313,2,363.6
15923,313,1,127.08
15925,165,1,207.15
15930,58,1,426.63
15932,4,11,2461.85
15933,18,3,1107.46
15935,198,2,416.86
15937,55,1,145.35
15938,95,5,404.58
15939,77,16,6102.26
15940,260,2,31.8
15942,113,1,337.44
15944,230,1,325.1
15945,307,1,181
15947,71,1,1708.24
15948,7,2,955.24
15949,14,2,364.72
15950,1,5,1705.26
15951,1,3,669.57
15952,29,4,806.57
15953,13,10,1634.53
15955,21,16,4389.81
15957,27,1,428.89
15958,64,1,104.35
15963,17,2,470.76
15965,15,4,845.64
15967,20,2,418.83
15969,2,4,582.9
15970,253,1,314.1
15971,15,12,4199.85
15973,195,3,99.77
15974,34,8,3429.55
15975,72,1,371.01
15976,141,2,430.94
15977,15,2,1054.73
15978,66,1,1098.78
15980,76,3,2398.86
15981,21,8,3408.48
15983,19,4,1475.02
15984,2,11,2816.97
15985,105,3,1037.42
15986,26,1,168.12
15987,11,7,1451.28
15988,17,1,158.03
15990,38,2,792.11
15992,3,1,41.99
15993,7,10,2756.82
15994,47,1,427.07
15996,76,7,1044.78
15998,31,6,3084.17
16000,2,3,12393.7
16003,25,5,2735.37
16005,11,4,615.39
16006,179,1,101.4
16007,41,4,1701.94
16008,20,3,478.78
16009,19,4,992.71
16010,203,3,407.5
16011,7,16,3362.71
16012,30,3,1415.29
16013,3,54,33366.25
16014,30,4,653.13
16015,3,4,690.54
16016,3,10,1483.31
16017,41,1,211.88
16018,34,2,408.9
16019,1,10,3450.24
16020,14,3,851.01
16022,216,1,628.28
16023,40,3,719.81
16024,11,1,251.24
16025,25,1,439.66
16026,37,1,236.09
16027,78,7,852.12
16029,33,76,50992.61
16030,258,1,331.24
16031,79,2,548.94
16033,5,27,8727.61
16034,166,3,437.7
16036,75,2,758.92
16037,224,3,855.02
16038,6,4,454.33
16040,56,3,1313.55
16041,26,3,3166.4
16042,19,7,1147.37
16043,32,4,773.99
16045,101,4,1340.7
16048,73,3,243.69
16049,35,3,1111.79
16050,148,1,137.9
16052,47,1,362.06
16053,28,2,1511.95
16054,124,1,783.9
16055,187,1,134.8
16056,39,1,664.85
16057,4,10,2140.22
16059,56,6,1459.86
16061,224,1,-29.95
16062,8,4,1153.62
16063,216,1,335.32
16065,307,1,372.09
16066,14,5,1521.87
16070,19,2,852.15
16071,38,1,326.24
16072,240,1,584.32
16073,243,2,94.35
16076,3,11,2173.53
16078,236,1,79.2
16079,14,3,1352
16080,70,3,176.6
16081,48,5,2806.9
16083,86,2,1317.62
16084,250,1,436.18
16085,20,5,981.51
16086,51,6,1119.31
16091,131,2,315.06
16092,84,5,779.36
16093,90,1,17
16094,10,6,1041.83
16096,220,1,320.62
16097,199,1,185.05
16098,75,7,2005.63
16099,43,3,731.9
16101,8,3,1245.96
16102,36,3,1842.14
16103,6,6,1429.64
16104,53,1,302.36
16105,206,1,336.96
16106,56,1,108.38
16107,15,7,3204.16
16108,72,2,816.1
16109,185,2,611.88
16110,39,3,1337.48
16112,122,4,195.74
16113,156,1,161.38
16114,145,1,135.75
16115,8,8,1667.97
16116,174,2,592.88
16117,161,1,232.21
16119,7,2,423.36
16120,51,5,1294.14
16121,49,2,867.11
16122,63,4,684.42
16123,44,1,307.78
16124,264,2,187.15
16125,309,1,289.35
16126,25,4,6287.77
16127,34,1,656.25
16128,15,5,1880.22
16131,44,6,3506.54
16133,3,46,14305.66
16134,18,3,603.69
16135,218,1,517.55
16136,51,3,709.38
16138,310,1,-7.95
16139,16,3,635.41
16140,45,4,703.77
16141,76,1,620.4
16142,207,1,535.34
16143,3,7,2419.84
16144,204,1,175.2
16145,7,18,3741.98
16146,134,3,734.13
16147,113,1,375
16148,247,1,76.32
16149,4,2,280.52
16150,33,10,1906.07
16152,223,1,1829.04
16153,42,5,1824.23
16156,7,13,3024.62
16157,13,4,644.24
16159,234,1,348.2
16160,55,4,1009.45
16161,1,26,5352.97
16162,209,1,37.4
16163,189,3,441.6
16164,15,4,802.53
16168,9,28,3770.6
16169,7,4,1822.97
16170,43,7,1880.42
16171,51,1,73.2
16172,82,5,1140.21
16173,13,7,1406.57
16174,107,3,1009.55
16175,81,4,1037.59
16177,43,1,331.95
16178,118,1,197.9
16179,52,1,215.83
16180,86,10,10217.48
16181,63,1,305.54
16182,62,4,6617.65
16183,58,1,338.71
16184,55,7,1155.54
16185,14,2,529.41
16186,19,13,3991.94
16187,27,17,6841.24
16188,38,4,981.86
16189,13,2,215.48
16190,35,1,215.08
16191,2,25,4913.32
16193,196,1,314.45
16198,65,1,400.681
16200,4,2,1080.62
16201,3,5,1821.52
16202,303,1,365.27
16203,50,5,589.15
16204,20,1,405.71
16205,26,4,761.38
16206,47,4,537.06
16207,22,1,394.38
16208,38,2,664.26
16209,76,5,2262.62
16210,1,18,21086.3
16211,70,2,542.77
16212,17,3,681.19
16213,67,1,159
16214,145,3,1062.75
16215,69,1,242.35
16216,222,1,914.93
16217,195,4,259.39
16218,25,8,3054.87
16221,31,3,864.86
16222,266,1,846.72
16224,49,4,1295.3
16225,38,5,1096.32
16226,172,3,255.12
16227,186,2,308.32
16229,75,2,1010.6
16230,161,2,542.03
16232,28,5,983.23
16233,61,5,422.13
16235,35,6,858.41
16236,67,1,432.2
16239,48,3,372.9
16240,7,5,3693.81
16241,8,13,2607.87
16242,7,8,3598.26
16243,29,2,409.1
16244,179,2,1522.75
16245,20,5,1352.36
16247,145,1,114.56
16248,53,1,152.94
16249,45,5,1800.07
16250,217,2,389.44
16252,308,1,-295.09
16253,27,3,3665.62
16255,14,10,2609.3
16256,214,2,732.63
16257,150,1,46.95
16258,39,5,5203.51
16260,43,1,1035.45
16261,15,4,746.83
16262,303,1,-31.65
16265,8,11,5423.15
16266,63,7,861.89
16268,61,2,667.65
16270,297,1,1141.24
16271,2,6,1423.29
16272,99,1,411.7
16274,314,1,357.95
16275,166,1,559.87
16276,150,1,810.6
16278,20,3,537.83
16279,18,4,1496.68
16281,62,1,2062.06
16282,284,1,168.3
16283,5,7,1531.51
16284,27,2,823.97
16287,144,1,142.5
16292,100,2,280.9
16293,7,12,2236.74
16295,8,4,1328.55
16297,180,4,275.4
16298,19,3,598.2
16302,91,2,212.82
16303,22,4,5305.83
16305,118,1,361.22
16306,181,9,602.27
16308,32,4,2560
16309,78,3,686.67
16311,15,2,616.26
16313,3,2,274.15
16315,276,1,226.37
16316,55,12,2755.56
16317,101,3,1341.65
16318,30,1,328.15
16319,184,1,404.4
16320,147,2,1038.46
16321,62,7,230.7
16322,1,2,326.75
16323,166,1,207.5
16324,109,3,428.68
16325,38,5,510.54
16326,5,15,3085.96
16327,12,6,3844.22
16330,15,4,242.21
16332,24,8,1583.2
16333,6,22,26626.8
16337,31,1,151.05
16338,134,1,214.8
16339,237,1,109.95
16340,91,1,549.07
16341,21,6,1959.38
16342,65,4,322.41
16343,14,2,370.48
16344,135,1,101.1
16345,38,1,575.41
16347,10,2,887.65
16348,28,7,1469.45
16349,242,1,53.5
16350,18,5,1100.47
16351,278,1,153.9
16352,15,2,494.44
16353,3,23,6675.71
16354,54,2,395.8
16356,167,4,210.32
16357,29,3,658.88
16358,1,5,2024.95
16359,6,12,1460.37
16360,4,8,3411.69
16361,8,4,896.66
16362,28,9,652.07
16363,46,1,109.36
16364,10,2,707.04
16365,15,9,1540.42
16366,16,1,327.3
16367,32,2,804.49
16368,2,2,497.43
16369,16,3,1553.66
16370,71,4,1320.56
16372,29,2,367.93
16374,57,2,473.03
16376,7,3,977.52
16377,222,1,676.2
16378,205,3,362.95
16379,4,5,2131.9
16380,53,1,1780.59
16383,64,2,668.36
16384,77,2,584.5
16385,52,3,555.89
16386,24,2,317.2
16387,269,1,94.36
16389,46,5,1362.27
16392,224,1,221.19
16393,2,20,2941.05
16394,43,9,1412.06
16395,52,5,1486.9
16398,123,4,1631.15
16399,17,2,408.57
16400,81,1,303.93
16401,1,20,4061.24
16402,220,2,299.6
16403,252,2,161.05
16404,60,1,443.05
16405,252,2,167.25
16406,16,1,163.07
16407,11,10,2126.93
16409,31,5,2028.88
16411,17,2,214.65
16412,46,1,151.83
16413,48,1,262.2
16414,18,2,126.25
16415,38,1,210.35
16416,23,4,1026.99
16418,38,3,675.27
16419,95,7,959.48
16422,15,75,33805.69
16423,21,1,346.12
16424,163,2,82.56
16425,252,1,302.7
16426,2,10,1908.25
16427,219,2,241.06
16428,70,1,-2.95
16429,90,1,284.55
16430,49,1,300.85
16431,181,3,642.81
16432,55,1,287.4
16433,24,1,184.26
16434,25,7,1522.25
16438,5,5,798.35
16440,6,5,3640.67
16441,58,2,381.2
16442,1,3,616.79
16444,40,5,638.77
16445,29,1,230.51
16446,0,3,2.9
16447,115,1,259.01
16448,168,1,188.89
16449,162,3,674.69
16450,127,1,311.92
16451,75,1,266.97
16454,38,3,-8.15
16455,54,7,1841.18
16456,85,5,2158.37
16457,185,1,208.36
16458,2,18,3482.74
16460,24,3,814.72
16461,151,1,151.42
16462,55,4,102
16463,18,7,1383.7
16464,17,3,1314.68
16466,29,7,1603.46
16468,64,1,74.9
16469,20,4,650.43
16470,44,5,757.44
16471,228,1,223.95
16473,140,4,314.86
16474,6,11,1811.47
16475,76,4,544.3
16477,54,7,2494.46
16478,22,3,331
16479,9,2,300.83
16480,65,1,769.29
16482,13,1,220.62
16483,164,1,139.35
16484,148,3,379.4
16485,66,1,363.65
16488,29,4,492.2
16491,40,1,731.5
16493,62,6,1329.66
16494,247,1,826.53
16495,3,3,684.41
16496,7,4,1562.22
16497,42,6,2965.69
16498,137,3,86.12
16499,303,5,319.1
16500,4,6,400.86
16503,90,5,1421.43
16504,22,1,484.38
16505,27,1,777.6
16506,17,2,90.3
16509,247,1,363.7
16510,313,1,248.1
16511,18,3,950.26
16513,4,4,874.59
16515,45,5,1627.13
16516,26,1,101.7
16517,231,1,162.7
16518,53,3,480.92
16519,22,2,215.08
16520,159,4,1036.62
16523,1,28,9295.67
16525,2,29,11895.57
16526,146,1,290.36
16527,70,1,228.06
16528,3,1,244.41
16529,162,1,455.25
16531,19,7,1244.59
16532,15,3,6748.8
16533,17,5,1026.94
16535,5,1,593.75
16536,91,2,539.02
16539,2,4,1388.81
16542,46,1,119.62
16545,140,1,339.3
16546,242,3,-95.93
16549,9,10,4154.64
16550,92,9,2266.25
16551,82,3,922.12
16552,201,2,379.73
16553,139,14,5664.57
16554,3,7,641.55
16555,30,2,285.89
16556,57,7,3313.79
16557,21,2,281.85
16558,0,24,8257.04
16560,18,3,816.51
16561,5,2,511.12
16563,46,1,1077.74
16565,306,1,173.7
16566,13,6,614.01
16567,165,2,865.6
16569,3,1,124.2
16570,7,15,3622.95
16571,3,5,1285.22
16572,108,4,999.7
16573,63,4,648.41
16574,61,1,451.44
16579,307,1,-30.6
16581,132,2,70.44
16582,96,1,313.62
16583,314,1,233.45
16584,69,3,908.03
16586,206,1,463.95
16587,192,1,225.15
16589,61,3,459.24
16591,59,1,213.5
16592,4,19,4073.28
16593,43,3,330.03
16594,65,1,181.09
16595,53,1,360.16
16596,13,2,250.15
16597,4,1,90.04
16598,231,2,140.7
16600,4,6,813.52
16601,35,1,244.8
16602,27,2,494.73
16603,64,2,482.47
16607,15,16,3038.67
16609,13,9,5450.96
16610,186,1,75.66
16611,159,2,120.99
16612,28,4,1187.66
16613,60,1,618.59
16614,155,1,506.19
16616,13,2,500.42
16617,195,1,151.85
16618,27,6,2630.64
16619,210,2,204.41
16620,3,2,178.96
16621,44,4,813.48
16623,203,1,129.45
16624,69,2,810.57
16625,228,1,333.08
16626,0,20,4379.65
16627,68,1,322.8
16628,25,6,2183.04
16629,63,2,417.73
16633,15,7,2878.15
16634,188,2,217.9
16637,28,5,1124.59
16638,19,11,1676.47
16639,22,4,1169.38
16641,89,1,231.1
16642,4,3,679.83
16643,203,1,487.51
16644,151,2,833.78
16647,144,2,214.06
16648,33,2,270.86
16650,61,1,518.42
16652,46,11,6654.26
16653,14,3,1166.92
16654,120,5,594.97
16655,15,6,3794.52
16656,19,21,8568.24
16657,8,4,933.62
16658,310,1,123.24
16659,161,1,39.12
16660,14,5,810.45
16665,305,1,135.4
16666,17,1,118.98
16667,59,2,570.13
16668,13,6,306.72
16669,20,4,1370.87
16670,14,17,4022.46
16671,24,3,1692.27
16672,2,23,8093.59
16674,47,2,319.61
16676,29,5,1558.72
16678,2,17,3013.83
16679,308,1,129.75
16680,37,1,183.7
16681,62,6,1770.34
16682,4,5,1028
16684,4,31,65892.08
16685,53,2,324.24
16686,41,9,3043.48
16688,1,4,1260.86
16689,65,3,303.26
16690,37,3,208.63
16692,213,2,1276
16693,59,2,482.01
16696,115,4,657.9
16697,200,1,112.75
16698,190,2,1998
16700,7,17,5040
16701,7,18,5150.27
16705,0,29,13946.13
16706,32,3,531.35
16708,39,1,656.63
16709,72,5,3029.87
16710,17,10,2483.04
16711,3,5,1651.03
16712,8,11,3645.43
16713,16,21,6840.23
16714,185,4,911.53
16715,67,1,301.72
16716,221,3,319.8
16717,8,9,3278.36
16718,311,1,623.75
16719,12,8,1773.92
16720,23,1,155.24
16721,218,1,292.47
16722,15,16,4711.21
16723,78,2,589.15
16725,252,8,775.07
16726,23,5,1382.02
16727,306,1,272.82
16728,40,4,1054.67
16729,31,26,7076.28
16730,45,4,702.79
16732,27,1,603.75
16734,45,3,650.51
16735,67,7,2269.21
16737,46,1,417.6
16738,248,1,3.75
16739,147,2,312.55
16742,40,2,0
16743,25,8,2191.84
16744,10,7,1304.76
16745,74,18,7170.7
16746,4,19,6694.31
16747,22,4,826.96
16748,15,5,1515.9
16750,38,5,623.93
16751,26,1,1764.72
16752,313,1,207.5
16753,50,1,223.92
16754,313,1,2002.4
16755,97,5,1484.63
16756,182,1,239.4
16757,266,1,106.83
16758,56,1,369.34
16759,6,4,772.84
16761,83,1,316.62
16762,17,3,1501.38
16763,158,2,594.9
16764,3,18,2758.25
16765,245,1,34
16766,227,2,1145.6
16767,26,11,5580.6
16768,41,5,458.04
16769,216,1,380.39
16770,49,6,744.9
16771,29,5,2246.81
16773,49,1,171.59
16774,58,5,654.92
16775,9,11,1695.66
16776,52,1,388.28
16777,69,2,226.35
16778,64,2,245.94
16779,2,28,10454.05
16780,86,2,425.19
16781,307,2,294.65
16782,9,19,2242.25
16784,17,1,107.6
16788,105,2,597.48
16789,7,1,80.8
16790,3,8,1520.12
16791,25,8,1706.28
16792,235,2,110.38
16793,49,1,243.84
16794,1,12,1201.51
16795,307,1,414.88
16796,77,1,305.62
16800,10,1,1201.49
16801,139,5,867.83
16803,56,1,332.3
16804,20,3,536.99
16805,148,2,460.59
16806,88,4,801.49
16807,121,3,1121.59
16808,85,2,288.42
16809,20,6,912.74
16810,164,2,275.64
16811,4,2,547.07
16812,303,1,479.35
16813,7,10,1692.98
16814,12,22,6500.6
16816,88,4,417.06
16817,2,13,1446.95
16818,9,13,3317.97
16820,82,1,497.61
16823,191,1,358.38
16824,13,2,460.64
16825,33,2,775.18
16826,44,1,341.7
16828,80,2,128.5
16829,133,1,197.22
16830,33,1,325.91
16832,157,3,199.15
16833,1,4,1106.53
16834,191,1,413.46
16835,109,2,180.85
16836,34,2,251.87
16837,27,12,3167.73
16838,167,3,582.9
16839,7,39,15357.78
16841,31,7,1774.62
16842,55,4,1260.44
16843,36,17,10183.82
16846,43,1,214.32
16847,37,1,193.44
16848,45,1,281.42
16849,159,1,124.57
16850,279,1,332.41
16851,4,3,342.45
16852,9,2,144.91
16855,20,2,328.4
16856,12,1,35.4
16858,308,2,345.89
16859,90,5,473.14
16861,51,3,151.65
16863,25,4,481.35
16866,119,3,207.74
16869,19,5,805.62
16871,19,7,2761.49
16872,66,3,680.02
16873,4,10,7066.31
16875,55,9,2023.47
16877,11,6,853.72
16878,21,2,8.88E-16
16880,26,7,1519.08
16881,57,1,432
16882,57,3,705.12
16883,160,2,276.73
16884,32,2,429.84
16885,13,3,471.51
16887,30,1,194.88
16889,165,3,1578.67
16891,1,5,809.7
16892,1,7,496.84
16893,308,1,145.93
16895,55,1,219.14
16897,250,3,213.03
16898,23,4,444.46
16899,6,6,1281.56
16900,10,5,187.69
16902,99,1,1706.88
16903,25,1,373.24
16904,4,16,3754.27
16905,5,8,3085.48
16906,70,4,579.77
16907,25,5,981.65
16909,55,2,364.14
16910,4,8,1510.06
16912,20,14,2528.67
16913,242,1,113.44
16914,31,1,208.46
16915,8,6,621.68
16916,20,2,576.26
16917,230,1,391.52
16918,42,7,1043.34
16919,133,11,2596.45
16921,53,1,169.79
16923,11,26,6666.83
16924,18,4,739.5
16926,312,1,230.25
16927,98,3,543.05
16928,69,19,2781.5
16929,3,7,1295.39
16930,23,3,380.55
16931,5,21,4604.22
16932,46,1,161.94
16933,1,5,530.08
16934,47,2,950.93
16936,22,1,262.68
16938,7,5,1903.13
16940,45,3,3049.88
16942,11,10,1894.11
16943,179,3,816.73
16945,18,19,4345.5
16947,195,1,406.48
16948,118,3,435.02
16949,3,7,1161.27
16950,48,3,1178.56
16951,105,4,1262.75
16952,93,2,167.61
16953,26,1,20.8
16954,0,9,2085.08
16955,157,5,493.67
16956,8,2,292.34
16957,198,2,416.64
16959,75,1,117.35
16960,33,3,507.05
16961,99,1,234.17
16963,160,1,110.55
16965,190,1,201.19
16966,7,10,2148.47
16967,161,1,319.02
16968,4,2,439.43
16969,34,3,650.41
16971,2,2,232.21
16976,222,1,251.52
16978,66,1,344.33
16979,3,8,1809.05
16980,212,2,1078.96
16982,52,1,384.06
16983,11,8,1920.2
16984,67,5,4392.42
16985,15,11,5461.62
16986,25,2,1873.2
16987,3,7,1625.05
16988,5,1,126.12
16989,6,6,1133.25
16990,185,1,179
16992,9,6,1601.86
16995,313,1,-1.25
16996,26,9,1427.46
16997,240,3,702
16998,127,6,287.02
16999,20,2,484.82
17001,0,11,3989.57
17002,63,4,1487.78
17004,40,2,1412.94
17006,4,4,781.78
17007,43,7,877.43
17010,14,2,185.46
17011,26,1,270.9
17014,7,4,565.58
17015,24,3,1842.56
17017,2,27,8574.11
17018,35,2,920.1
17019,10,4,1272.61
17022,27,1,71
17024,39,3,95.85
17025,52,3,357.77
17026,158,2,154.83
17027,67,7,848.59
17029,94,2,716
17030,54,1,146.87
17031,10,2,380.35
17033,74,3,1030.14
17034,14,4,734.57
17035,203,3,388.33
17037,67,2,1253.22
17038,26,1,112.4
17040,117,1,449.73
17041,23,4,1065.77
17042,2,5,1044.38
17043,28,4,1735.18
17044,7,3,897.43
17045,96,3,339.44
17046,134,1,642.02
17047,73,3,1100.9
17048,98,6,864.32
17049,2,11,5594.78
17050,83,6,3228.84
17051,165,1,247.14
17052,24,1,413.75
17053,109,2,496.38
17054,24,6,1353.83
17058,70,3,1179.89
17059,25,5,3095.04
17060,221,1,234.24
17061,63,12,5116.13
17062,262,5,534.47
17063,7,11,1421.59
17064,50,3,859.35
17065,122,1,-112.35
17068,11,22,4531.34
17069,24,13,2655.22
17070,97,1,312.14
17071,7,14,2385.48
17073,15,4,1446.09
17075,15,5,813.77
17076,31,3,841.08
17078,31,2,378.2
17079,67,1,118.8
17080,19,3,285.5
17081,22,2,290.16
17082,29,2,2003.85
17083,93,3,1405.78
17084,30,2,2949.75
17085,105,6,1555.05
17086,6,6,2050.08
17088,24,4,1991.01
17090,4,8,2041.85
17091,2,10,3802.81
17092,43,4,1777.78
17094,266,2,270.2
17095,19,6,1088.2
17096,8,7,992.68
17097,2,9,937.92
17100,16,2,971.74
17101,9,4,1621.73
17102,217,1,25.5
17105,136,2,665.78
17107,28,7,10380.43
17109,25,8,869.68
17110,141,1,163.3
17111,41,1,248.61
17114,5,10,747.22
17115,7,5,806.9
17117,240,1,116.2
17118,265,1,157.02
17119,3,3,593.61
17120,193,1,307.46
17122,101,1,138.32
17123,137,1,345.3
17124,158,1,298.89
17125,43,1,259.35
17126,130,7,991.85
17128,280,1,157.09
17131,5,5,2463.17
17133,13,7,4892.24
17134,90,2,425
17135,14,7,1139.73
17138,229,1,380.5
17139,13,15,10585.57
17140,205,1,465.32
17142,198,1,579
17144,1,2,984.57
17146,89,3,749.78
17147,19,6,1679.64
17148,44,1,124.88
17152,165,4,1503.5
17153,21,1,213.78
17154,65,1,329.34
17155,15,2,251.7
17157,6,3,306.55
17158,28,3,1266.97
17159,18,4,1534.73
17160,27,6,3518.03
17162,24,11,1707.21
17163,18,2,293.1
17164,28,8,2466.4
17165,237,1,158.68
17166,33,3,189.49
17169,43,4,816.88
17171,241,1,224.91
17172,64,2,313.26
17173,5,9,3755.65
17174,184,1,59.9
17175,38,5,1430.94
17176,171,1,306.13
17179,152,3,711.79
17180,48,6,780.38
17181,49,2,239.92
17183,6,8,3286.91
17186,40,2,144
17187,190,1,203.95
17188,10,9,2275.58
17189,90,2,384.4
17190,50,3,249.74
17191,24,7,2095.13
17193,30,9,1674.46
17194,227,2,262.62
17197,25,1,1013.01
17198,20,3,692.22
17201,46,1,342.63
17203,30,6,3563.85
17204,144,9,1352.91
17205,46,1,384.08
17206,46,1,204.24
17211,23,9,2299.67
17212,210,1,226.85
17213,35,11,2741.08
17214,52,7,984.12
17217,194,1,113.5
17218,4,10,1960.72
17219,27,1,114.23
17220,21,14,3198.25
17221,6,2,335.13
17222,56,1,354.15
17223,259,2,426.79
17226,257,1,393.49
17227,16,6,939.32
17228,13,8,1906.09
17229,83,2,318.76
17230,220,11,3466.67
17231,11,14,3127.82
17232,2,2,421.52
17233,30,1,190.88
17234,155,1,149.89
17235,22,2,550.06
17236,11,6,916.13
17237,10,2,314.69
17238,2,17,3744.65
17239,261,2,379.95
17242,92,2,1135.04
17243,1,30,8628.55
17244,46,1,954.9
17245,173,1,171.45
17247,13,1,282.19
17248,102,1,318.65
17250,3,2,384.52
17251,305,1,283.28
17252,99,2,353.86
17253,16,1,178.26
17254,4,2,272.44
17255,35,2,298.41
17256,91,2,240
17259,126,2,603.37
17262,45,5,1253.36
17263,177,1,63.44
17265,118,2,562.9
17266,2,3,310.64
17267,108,2,317.62
17268,91,4,763.64
17272,36,5,2144.53
17274,30,1,111.98
17277,191,2,1065.35
17278,200,1,246.04
17279,49,1,187.83
17282,111,3,1703.41
17284,52,7,1641.68
17286,18,1,153.92
17287,23,7,1064.11
17288,8,7,1419.73
17289,27,4,936.16
17290,3,2,525.24
17291,257,1,550.8
17293,7,9,1875.11
17295,24,3,556.95
17297,15,1,131.78
17298,87,2,498.42
17299,10,4,669.11
17301,18,1,197.63
17302,12,6,1119.93
17303,304,1,250.04
17306,9,21,8600.73
17307,307,1,-152.64
17309,82,1,82.75
17311,67,2,1384.85
17312,118,3,644.3
17313,15,2,2288.13
17314,21,11,2514.76
17315,0,43,6204.46
17317,40,5,2524.02
17320,86,3,1200.62
17321,7,2,700.86
17323,13,9,908.99
17324,15,4,990.23
17325,233,1,96.8
17329,12,2,523.11
17330,19,2,363.9
17331,105,1,175.2
17333,73,1,494.25
17334,251,3,306.6
17337,129,7,1944.32
17338,15,10,6612.18
17339,81,2,243.36
17340,8,16,11891.18
17341,133,3,781.36
17343,299,1,193.64
17344,40,1,160.57
17345,13,4,537.74
17346,3,16,2611.58
17347,74,1,228.96
17348,12,5,1159.52
17349,153,1,110.75
17350,7,5,1256.19
17351,31,3,587.15
17353,110,2,1740
17354,43,1,1393.06
17356,260,1,178.22
17357,21,2,388.14
17358,253,2,365.85
17359,10,1,127.86
17360,15,3,585.79
17361,42,3,488.2
17362,198,2,312.23
17364,0,12,4455.73
17365,11,8,4801.56
17367,197,1,168.4
17368,20,9,1349.52
17370,62,4,446.18
17371,15,3,423.89
17372,35,8,1342.68
